GHG ID No. / No d'identification de GES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company Business Number / Numéro d'entreprise de la société déclarante,DUNS Number / Numéro DUNS,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,CO2 (tonnes),CO2 (tonnes CO2e / tonnes éq. CO2),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes), HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2),Monitoring or Direct Measurement / Surveillance ou mesure directe,Mass Balance / Bilan massique,Emission Factors / Facteurs d'émission,Engineering Estimates / Calculs techniques
G10206,2007,North Atlantic Refinery,1 Refinery Road PO Box 40,Come by Chance,Newfoundland and Labrador,A0B1N0,,,4316,324110,Petroleum Refineries,Raffineries de pétrole,North Atlantic Refining LP,North Atlantic Refining,839368966,,Glenn Mifflin,Vice President,7095705700,,glennmifflin@northatlantic.ca,,St John's,Newfoundland and Labrador,A1B3X2,1212304,1212304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212304,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10207,2007,Northwood Pulp Mill,5353 Northwood Pulp Mill Road,Prince George,British Columbia,V2L4W2,,,1797,322112,Chemical Pulp Mills,Usines de pâte chimique,Canfor Pulp Limited Partnership,CPLP,859134322,,Glenda  Waddell,"Environment Manager, Pulp and Paper",2509623396,,glenda.waddell@canforpulp.com,,Prince George,British Columbia,V2L4W2,133785.95,133785.95,195.041,4876.025,2.545,758.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139420.385,Applicable,Applicable,Applicable,Applicable
G10208,2007,NOVA Chemicals - Corunna Site,785 Petrolia Line,Corunna,Ontario,N0N1G0,,,1776,325110,Petrochemical Mfg.,Fabrication de produits pétrochimiques,NOVA Chemicals (Canada) Ltd.,NOVA Chemicals,119372241,,John Thompson,Environment Manager,5198622911,2453,thompsje@novachem.com,,Sarnia,Ontario,N7T8C7,1625524.489,1625524.489,34.362,859.05,23.158,6901.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633284.623,Applicable,Applicable,Applicable,Applicable
G10209,2007,INEOS NOVA Ltd - Sarnia Site,872 Tashmoo Ave,Sarnia,Ontario,N7T8A3,,,1785,325110,Petrochemical Mfg.,Fabrication de produits pétrochimiques,INEOS NOVA LLC,INEOS NOVA,260768059,,Heather Hewitt,Environmental  Technologist/IH Representative ,5193397339,7143,heather.hewitt@ineos-nova.com,,Sarnia,Ontario,N7T7H5,201964.7,201964.7,16.04,401,4.055,1208.39,,,,,,,0.113,161.59,,,,,,,,,,,,,,,,,,,161.59,,,,,,,,,,,,,,,,,,203735.68,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10211,2007,NOVA Chemicals Corporation (Joffre),"Sec 32,Twp 38, Rge 25 W4M",Red Deer,Alberta,T4N6A1,,,1779,325110,Petrochemical Mfg.,Fabrication de produits pétrochimiques,NOVA Chemicals Corporation,Joffre Petrochemical Plantsite,134441955,,Roxanne Good,Community Relations Team Leader,4033147424,,goodr@novachem.com,,Red Deer,Alberta,T4N6A1,2498807.882,2498807.882,117.984,2949.6,37.613,11208.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512966.156,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10213,2007,Oshawa Car Assembly Plant,700 Park Road South,Oshawa,Ontario,L1J1N3,,,3893,336110,Automobile & Light-Duty Motor Vehicle Mfg.,Fab. de voitures & véhicules automobiles légers,General Motors of Canada Limited,General Motors of Canada Limited,101980753,,Patty Faith,Manager Media Relations,9056442728,,patty.faith@gm.com,,Oshawa,Ontario,L1H8P7,165319.255,165319.255,2.445,61.125,2.195,654.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166034.49,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10214,2007,Oshawa Truck Assembly Centre,700 Park Road South,Oshawa,Ontario,L1J1N3,,,3870,336110,Automobile & Light-Duty Motor Vehicle Mfg.,Fab. de voitures & véhicules automobiles légers,General Motors of Canada Limited,General Motors of Canada Limited,101980753,,Patty Faith,Manager Media Relations,9056442728,,patty.faith@gm.com,,Oshawa,Ontario,L1H8P7,104382.604,104382.604,1.852,46.3,1.692,504.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104933.12,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10215,2007,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,405 Smyth Road,Ottawa,Ontario,K1H8M8,,,4872,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,TransAlta Cogeneration LP,TransAlta Corporation,867201162,,Michael Lawrence,Senior Media Relations Advisor,4032677330,,michael_lawrence@transalta.com,,Calgary,Alberta,T2P2M1,190027.973,190027.973,11.216,280.4,4.631,1380.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191688.411,Applicable,Applicable,Applicable,Applicable
G10216,2007,Paper Recycling Division,1050 United Blvd,Coquitlam,British Columbia,V3K6V4,,,7743,322111,Mechanical Pulp Mills,Usines de pâte mécanique,Catalyst Paper Corporation,Catalyst Paper,870316288,,Janet Tecklenborg,Mill Manager,6045255734,,janet.tecklenborg@catalystpaper.com,,Coquitlam,British Columbia,V3K6V4,7404.6,7404.6,0.1,2.5,0.61,181.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7588.88,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10217,2007,Papiers Fraser,451 rue Victoria,Thurso,Quebec,J0X3B0,,,1528,322112,Chemical Pulp Mills,Usines de pâte chimique,FPS Canada Inc.,Fraser Papers,102573045,,J. Pierre Fry,consultant,4504482692,,jpgfry@yahoo.ca,,Longueuil,Quebec,J4M2W3,109493.76,109493.76,31.343,783.575,20.991,6255.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116532.653,Applicable,Applicable,Applicable,Applicable
G10218,2007,Pavilion,Lot 2 in Marble Canyon Indian Reserve Number 3 and,Cache Creek,British Columbia,V0K1H0,,,6827,327410,Lime Mfg.,Fabrication de chaux,Graymont Western Canada Inc.,Graymont Western Canada Inc.,101129948,,Wayne Kenefick,Director of Sustainable Development,6042491953,,wkenefick@graymont.com,,Richmond,British Columbia,V6X3C6,134537.6471,134537.6471,0.77,19.25,0.5223,155.6454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134712.5425,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10219,2007,Peace River Complex,05-21-85-18-W5M,Peace River MD of Northern Sunrise,Alberta,T8S1V1,,,2128,211114,Non-Conventional Oil Extraction,Extract. de pétrole par méthodes non classiques,Shell Canada Limited,not applicable,104829254,,Darren Mason,Staff Environmental Engineer,4036912143,,darren.mason@shell.com,,Calgary,Alberta,T2P2H5,332505.8795,332505.8795,89.9447,2248.6175,5.7448,1711.9504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336466.4474,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10220,2007,Peace River Pulp Division,"Sections 11, 13, 24; TWP 85; RGE 21; W5",MD of Northern Lights,Alberta,T8S1V7,,,223,322112,Chemical Pulp Mills,Usines de pâte chimique,Daishowa-Marubeni International Ltd-Peace River Pu,Daishowa-Marubeni International Ltd-Peace River Pu,101247088,,Vivian Tosh,Environmental Statistician,7806247361,,vtosh@prpddmi.com,,Peace River,Alberta,T8S1V7,66394.54,66394.54,770.551,19263.775,33.596,10011.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95669.923,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10222,2007,Pétromont - Usine de Varennes,2931 Boulevard Marie-Victorin,Varennes,Quebec,J3X1P7,,,3634,325110,Petrochemical Mfg.,Fabrication de produits pétrochimiques,Pétromont s.e.c.,Pétromont,104169610,,Jean Carpentier,Directeur santé-sécurité-environnement,5146508332,,carpentierj@petromont.com,,Montréal,Quebec,H1B1A1,353286,353286,55.9,1397.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354683.5,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10223,2007,Picton  Plant,1370 Hwy 49 South,Picton,Ontario,K0K2T0,,,3541,327310,Cement Mfg.,Fabrication de ciment,Essroc Canada Inc,Essroc Canada Inc,102943156,,Derek Shaw,Environmental and Project Engineer,6134768646,,derek.shaw@essroc.com,,Picton,Ontario,K0K2T0,1128051,1128051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128051,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10224,2007,Pikes Peak,04-06-050-23W3,Lloydminster,Saskatchewan,S9V0Z8,,,17014,211114,Non-Conventional Oil Extraction,Extract. de pétrole par méthodes non classiques,Husky Oil Operations Limited,Husky Oil Operations Limited,889172573,,Dennis Floate,Senior Communication Advisor,4032986587,,Dennis.Floate@huskyenergy.ca,,Calgary,Alberta,T2P3G7,222250,222250,127.6,3190,3.75,1117.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226557.5,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10225,2007,Pine River Gas Plant,District Lot 2683 Peace River District,Chetwynd,British Columbia,V0C1J0,,,4306,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Spectra Energy Transmission,Spectra Energy Transmission,105629372,,April Hauk,Environmental Specialist,2502623542,,ahauk@spectraenergy.com,,Fort St. John,British Columbia,V1J4H7,805593.3,805593.3,1052.8,26320,6.26,1865.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833778.78,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10226,2007,Pipeline-Transmission,3985 22nd ave,Prince George,British Columbia,V2N1B7,,,,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,Spectra Energy Transmission,Spectra Energy Transmission,105629372,,April Hauk,Environmental Specialist,2502623542,,ahauk@spectraenergy.com,,Fort St. John,British Columbia,V1J4H7,484533.7,484533.7,10956.3,273907.5,13.31,3966.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762407.58,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10227,2007,Point Aconi Generating Station,1800 Prince Mine Road,Point Aconi,Nova Scotia,B1Y3Y1,,,4000,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,119314938,,Margaret Murphy,Manager Public Affairs,9024286436,,margaret.murphy@nspower.ca,,Halifax,Nova Scotia,B3J2W5,1406669,1406669,,,189,56322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462991,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10228,2007,Point Tupper Generating Station,4137 Port Malcolm Road,Port Hawkesbury,Nova Scotia,B9A1Z4,,,3994,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,119314938,,Margaret Murphy,Manager Public Affairs,9024286436,,margaret.murphy@nspower.ca,,Halifax,Nova Scotia,B3J2W5,1174293,1174293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174293,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10229,2007,Poplar River Power Station,"S24 & 25, T1, R27 West of the 2nd",Coronach,Saskatchewan,S0H0Z0,,,2079,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Saskatchewan Power Corporation,SaskPower,119429678,,Timothy Zulkoski,"Supervisor, Emissions Planning",3065663227,,tzulkoski@saskpower.com,,Regina,Saskatchewan,S4P0S1,4277241,4277241,64.3,1607.5,101.1,30127.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4308976.3,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10230,2007,Port Alberni Division,4000 Stamp Avenue,Port Alberni,British Columbia,V9Y5J7,,,1593,322122,Newsprint Mills,Usines de papier journal,Catalyst Paper Corporation,Catalyst Paper,870316288,,Larry Cross,"Technical Specialist, Environment",2507247889,,larry.cross@catalystpaper.com,,Port Alberni,British Columbia,V9Y5J7,57898.29,57898.29,32.12,803,9.26,2759.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61460.77,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G10231,2007,Powell River Division,5775 Ash Avenue,Powell River,British Columbia,V8A4R3,,,723,322111,Mechanical Pulp Mills,Usines de pâte mécanique,Catalyst Paper Corporation,Catalyst Paper,870316288,,Sarah Barkowski,"Manager, Environment & Quality Systems",6044832850,,sarah.barkowski@catalystpaper.com,,Powell River,British Columbia,V8A4R3,37266.52,37266.52,14.16,354,12.79,3811.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41431.94,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G10232,2007,Prentiss Manufacturing Facility,Hwy 597 & Prentiss Road,Lacombe County,Alberta,T0C1S0,,,18997,325190,Other Basic Organic Chemical Mfg.,Fab. d'autres produits chim. organiques de base,MEGlobal Canada Inc.,MEGlobal Canada Inc.,980433465,,Jonathan Moser,Public Affairs Manager,4032673520,,jmoser@dow.com,,Calgary,Alberta,T2P5H1,223036.841,223036.841,37.692,942.3,0.71,211.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224190.721,Applicable,Applicable,Applicable,Not Applicable / Sans objet
G10234,2007,Prince George Refinery,2542 P.G. Pulp Mill Road,Prince George,British Columbia,V2L4V4,,,405,324110,Petroleum Refineries,Raffineries de pétrole,Husky Energy,Husky Energy,865768568,,Dennis Floate,Sr Communications Advisor,4032986111,,Dennis.Floate@huskyenergy.com,,calgary,Alberta,t2p3g7,118956,118956,15.36,384,2,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119936,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10236,2007,Queen Elizabeth Power Station,"NES18, T36, R5 West of the 2nd",Saskatoon,Saskatchewan,S7K3S1,,,2085,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Saskatchewan Power Corporation,SaskPower,119429678,,Timothy Zulkoski,"Supervisor, Emissions Planning",3065663227,,tzulkoski@saskpower.com,,Regina,Saskatchewan,S4P0S1,491000,491000,5.3,132.5,6.3,1877.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493009.9,Not Applicable / Sans objet,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable
G10237,2007,Quirk Creek Gas Plant,03-04-021-04W5M,Millarville,Alberta,T0L1K0,,,426,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Imperial Oil Resources,Imperial Oil Resources,121491815,,Susan Nakagawa,External Relations Manager,4032372903,,susan.j.nakagawa@esso.ca,,Calgary,Alberta,T2P3M9,91148.7,91148.7,256.9,6422.5,2.1,625.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98197,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10238,2007,Raffinerie de Montreal,11701 Est rue Sherbrooke,Montreal,Quebec,H1B1C3,,,3897,324110,Petroleum Refineries,Raffineries de pétrole,Petro-Canada,Petro-Canada,104168083,,Kathryn Scales,Senior Environmental Advisor,4032966033,,airissues@petro-canada.ca,,Calgary,Alberta,T2P3E3,1516412.16,1516412.16,27.623,690.575,4.573,1362.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518465.489,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10239,2007,Raffinerie Jean-Gaulin,"165, Chemin des îles",Lévis,Quebec,G6V7M5,,,3928,324110,Petroleum Refineries,Raffineries de pétrole,Ultramar limitée,Ultramar limitée,105440903,,Véronique Roy,"Dir. principale Santé, Sécurité et Environnement",4188358005,8064,veronique_roy@ultramar.ca,,Lévis (St-Romuald),Quebec,G6V7M5,1491952.178,1491952.178,169.92,4248,27.496,8193.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504393.986,Applicable,Applicable,Applicable,Not Applicable / Sans objet
G10240,2007,Mine Raglan,120 Avenue de l'Aéroport,Rouyn-Noranda,Quebec,J9X5B7,,,5448,212232,Nickel-Copper Ore Mining,Extraction de minerais de nickel-cuivre,Xstrata Nickel - Mine Raglan,Xstrata Nickel - Mine Raglan,897767646,,N/A N/A,Coordonnateur en environnement,8197627800,5091,kenviro@katinniq.xstratanickel.ca,,Rouyn-Noranda,Quebec,J9X5B7,150952.718,150952.718,21.6112,540.28,15.6571,4665.8158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156158.8138,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10241,2007,Rainbow Lake Cogeneration Power Plant (Units 4-5),"Legal Subdivision 7 & 10, Section 10, Township 109, Range 8,West of 6th Meridian",Rainbow Lake,Alberta,T0H2Y0,,,6609,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,ATCO Power Alberta Limited Partnership,ATCO Power,871575510,,Jim Hackett,"Manager, Health, Safety and Environment",4032096911,,jim.hackett@atcopower.com,,Calgary,Alberta,T2R1P3,264281.8316,264281.8316,20.662,516.55,7.2077,2147.8946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266946.2762,Not Applicable / Sans objet,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable
G10242,2007,Rainbow Lake Generating Station (Units 1-3),"Legal Subdivision 7, Section 10, Township 109, Range 8, West of 6th Meridian",Rainbow Lake,Alberta,T0H2Y0,,,6613,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Alberta Power (2000) Ltd.,ATCO Power,865890198,,Jim Hackett,"Manager, Health, Safety and Environment",4032096911,,jim.hackett@atcopower.com,,Calgary,Alberta,T2R1P3,13106.1639,13106.1639,1.0247,25.6175,0.3574,106.5052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13238.2866,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10243,2007,ram River,06-02-037-10W5,Ram River,Alberta,T4T1A7,,,407,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Husky Energy,Husky Energy,865768568,,Dennis Floate,Sr Communications Advisor,4032986587,,dennis.floate@huskyenergy.ca,,calgary,Alberta,t2p3g7,752727.1,752727.1,239.6,5990,8.706,2594.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761311.488,Applicable,Applicable,Applicable,Applicable
G10244,2007,"TransCanada Pipeline, Manitoba",Rapid City Compressor Station,Rapid City,Manitoba,R0K1W0,,,,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,TransCanada PipeLines Ltd.,TransCanada PipeLines Ltd.,105345904,,Jim Cormack,"Senior advisor, Climate Change",4039206268,,jim_cormack@transcanada.com,,Calgary,Alberta,T2P5H1,438548.0194,438548.0194,453.3823,11334.5575,19.0194,5667.7812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455550.3581,Applicable,Applicable,Applicable,Applicable
G10246,2007,"Redwater Cogeneration Facility, Alberta","North East Quarter of section 01,Township 56, Range 22, West of the 4th meridian",Redwater,Alberta,T0A2W0,,,6701,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,TransCanada Energy Ltd.,TransCanada Energy Ltd.,887168482,,Jim Cormack,"Senior Advisor, Climate Change",4039206268,,jim_cormack@transcanada.com,,Calgary,Alberta,T2P4K5,134822,134822,7.74,193.5,4.97,1481.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136496.56,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10247,2007,Refinery,340 Loch Lomond Rd,Saint John,New Brunswick,E2L4H6,,,4101,324110,Petroleum Refineries,Raffineries de pétrole,Irving Oil Limited - Refining Division,Irving Oil,102531514,,Jeff MacDonald,Refinery Environment Manager,5062023000,,jeff.macdonald@irvingoil.com,,Saint John,New Brunswick,E2L4H6,3039248,3039248,68,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3040948,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10248,2007,"Foothills Pipeline, Saskatchewan","Richmound Compressor Station, NW-16-018-28-W3",Richmond,Saskatchewan,S0N2E0,,,,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,Foothills Pipe Lines Ltd.,Foothills Pipe Lines Ltd.,101840080,,Jim Cormack,"Senior Advisor, climate Change",4039206268,,jim_cormack@transcanada.com,,Calgary,Alberta,T2P5H1,284141.1755,284141.1755,364.3291,9108.2275,12.3027,3666.2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296915.6076,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10249,2007,Rimbey Gas Plant,2-5-44-1W5M PO Box 530,Rimbey,Alberta,T0C2J0,,,1372,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Keyera Energy,Keyera Energy,878885227,,Rod Sikora,Manager of Environment,4032058335,,rod_sikora@keyera.com,,Calgary,Alberta,T2P3N4,232495.747,232495.747,367.721,9193.025,10.67,3179.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244868.432,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10250,2007,Sarnia Chemical Plant,602 South Christina Street,Sarnia,Ontario,N7T7M5,,,1464,325110,Petrochemical Mfg.,Fabrication de produits pétrochimiques,Imperial Oil,Imperial Oil,121461107,,Gordon Wong,External Relations Manager,4032372441,,gordon.wong@esso.ca,,Calgary,Alberta,T2P3M9,246936.1711,246936.1711,36.6649,916.6225,6.6952,1995.1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249847.9632,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10251,2007,Sarnia Cogen Plant,602 South Christina Street,Sarnia,Ontario,N7T7M5,,,11174,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Imperial Oil,Imperial Oil,121461107,,Gordon Wong,External Relations Manager,4032372441,,gordon.wong@esso.ca,,Calgary,Alberta,T2P3M9,202495.138,202495.138,14.9463,373.6575,1.9089,568.8522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203437.6477,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10252,2007,Sarnia Fractionation Plant,1182 Plank Road,Sarnia,Ontario,N7T7H9,,,4155,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,BP Canada Energy Company,BP Canada Energy Company,100193549,,Kelly Van Sickle,Environmental Coordinator,5193833508,,Kelly.VanSickle@bp.com,,Sarnia,Ontario,N7T7H9,174655.9035,174655.9035,3.5785,89.4625,3.2671,973.5958,,,,,,,0.0054,7.722,,,,,,,,,,,,,,,,,,,7.722,,,,,,,,,,,,,,,,,,175726.6838,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet,Applicable
G10253,2007,Sarnia Manufacturing Centre,150 St Clair Parkway,Corunna,Ontario,N0N1G0,,,3962,324110,Petroleum Refineries,Raffineries de pétrole,Shell Canada Products,Shell Canada Products,137400032,,Kristina  Zimmer,Community Liaison Officer,5194811135,,Kristina.Zimmer@Shell.com,,Corunna,Ontario,N0N1G0,1116672,1116672,25.962,649.05,71.9,21426.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138747.25,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
